"bird_ID","date","bird_played","key_pecked"
"4","2/5/2018","blk17_UD",792
"4","2/5/2018","yelgrn_FD",54
"4","2/5/2018","yelgrn_UD",3
"4","2/6/2018","bl11pu3_FD",704
"4","2/6/2018","bl14y6_FD",465
"4","2/8/2018","bl14y6_FD",125
"4","2/8/2018","bl14y6_UD",257
"4","2/9/2018","yelgrn_FD",134
"4","2/9/2018","yelgrn_UD",83
"4","3/10/2017","b85w66",335
"4","3/10/2017","pu54bl21",12
"4","3/10/2017","y7wh27",33
"4","3/14/2017","bl17bl57_FD",936
"4","3/14/2017","bl32gy22_UD",474
"4","3/15/2017","p3y3",69
"4","3/15/2017","pu46w46",266
"4","3/23/2017","pu35pu36_UD",420
"4","3/23/2017","y40b7_UD",200
"4","3/24/2017","bl17y31_UD",170
"4","3/24/2017","bl1p1_UD",155
"4","3/26/2017","bl17bl57_FD",835
"4","3/26/2017","bl32gy22_UD",317
"4","3/27/2017","p3y3",68
"4","3/27/2017","pu46w46",107
"4","3/29/2017","b85w66",204
"4","3/29/2017","pu54bl21",167
"4","3/30/2017","pu35pu36_UD",205
"4","3/30/2017","y40b7_UD",364
"4","3/31/2017","bl17y31_UD",102
"4","3/31/2017","bl1p1_UD",84
"4","4/12/2017","pu35pu36_UD",153
"4","4/12/2017","y40b7_UD",105
"4","4/2/2017","bl17bl57_FD",387
"4","4/2/2017","bl32gy22_UD",181
"4","4/3/2017","p3y3",80
"4","4/3/2017","pu46w46",139
"4","4/9/2017","p3y3",79
"4","4/9/2017","pu46w46",77
"4","5/10/2017","pu35pu36_UD",246
"4","5/10/2017","y40b7_UD",69
"4","5/11/2017","p3y3",1088
"4","5/11/2017","pu46w46",406
"4","5/12/2017","b85w66",1119
"4","5/12/2017","pu54bl21",419
"4","5/16/2017","bl17y31_UD",191
"4","5/16/2017","bl1p1_UD",641
"4","5/17/2017","bl17bl57_FD",299
"4","5/17/2017","bl32gy22_UD",1204
"4","5/19/2017","bl17y31_UD",46
"4","5/19/2017","bl1p1_UD",937
"4","5/19/2017","pu54bl21",3
"4","5/20/2017","p3y3",362
"4","5/20/2017","pu46w46",645
"4","5/23/2017","pu35pu36_UD",633
"4","5/23/2017","y40b7_UD",521
"4","5/24/2017","bl17bl57_FD",121
"4","5/24/2017","bl32gy22_UD",401
"4","5/24/2017","pu35pu36_UD",145
"4","5/24/2017","y40b7_UD",1
"4","5/4/2017","bl17y31_UD",247
"4","5/4/2017","bl1p1_UD",162
"4","5/4/2017","y7wh27",9
"4","5/5/2017","p3y3",354
"4","5/5/2017","pu46w46",323
"4","5/6/2017","pu35pu36_UD",162
"4","5/6/2017","y40b7_UD",288
"4","5/7/2017","b85w66",804
"4","5/7/2017","pu54bl21",364
"4","5/8/2017","bl17bl57_FD",935
"4","5/8/2017","bl32gy22_UD",728
"4","6/2/2017","bl17bl57_FD",526
"4","6/2/2017","bl32gy22_UD",337
"4","6/2/2017","y7wh27",170
"4","8/31/2017","bl17bl57_FD",54
"4","8/31/2017","bl32gy22_UD",1
"4","8/31/2017","pu35pu36_UD",67
"4","8/31/2017","y40b7_UD",3
"5","1/10/2018","bkor_UD",1
"5","1/10/2018","yelred_FD",98
"5","1/10/2018","yelred_UD",10
"5","1/11/2018","bl14y6_UD",5
"5","1/11/2018","pu55bl08_FD",15
"5","1/11/2018","yelred_FD",25
"5","1/11/2018","yelred_UD",2
"5","1/12/2018","pu35pu36_UD",4
"5","1/12/2018","pu55bl08_FD",3
"5","1/12/2018","y40b7_UD",210
"5","1/15/2018","bl17bl57_UD",98
"5","1/15/2018","bl32gy22_UD",253
"5","1/16/2018","bl17y31_UD",5
"5","1/16/2018","bl1p1_UD",67
"5","1/16/2018","bl32gy22_UD",3
"5","1/18/2018","bl11pu3_FD",19
"5","1/18/2018","bl11pu3_UD",15
"5","1/18/2018","bl14y6_UD",1
"5","1/25/2018","bl11pu3_FD",1
"5","1/25/2018","bl11pu3_UD",4
"5","1/30/2018","bl11pu3_FD",5
"5","1/30/2018","bl14y6_FD",11
"5","2/5/2018","blk17_FD",1
"5","2/5/2018","blk17_UD",4
"5","2/5/2018","yelgrn_FD",3
"5","2/5/2018","yelgrn_UD",1
"5","2/8/2018","bl11pu3_FD",21
"5","2/8/2018","bl11pu3_UD",13
"5","3/17/2017","p3y3",116
"5","3/17/2017","pu46w46",152
"5","3/22/2017","b85w66",659
"5","3/22/2017","pu54bl21",222
"5","3/24/2017","bl17y31_UD",61
"5","3/24/2017","bl1p1_UD",112
"5","3/26/2017","bl17bl57_FD",546
"5","3/26/2017","bl32gy22_UD",333
"5","3/27/2017","p3y3",128
"5","3/27/2017","pu46w46",272
"5","3/29/2017","b85w66",156
"5","3/29/2017","pu54bl21",60
"5","3/30/2017","pu35pu36_UD",39
"5","3/30/2017","y40b7_UD",23
"5","3/31/2017","bl17y31_UD",16
"5","3/31/2017","bl1p1_UD",14
"5","4/10/2017","b85w66",284
"5","4/10/2017","pu54bl21",171
"5","4/2/2017","bl17bl57_FD",569
"5","4/2/2017","bl32gy22_UD",273
"5","4/3/2017","p3y3",92
"5","4/3/2017","pu46w46",112
"5","4/8/2017","bl17bl57_FD",60
"5","4/8/2017","bl32gy22_UD",94
"5","4/9/2017","pu35pu36_UD",88
"5","4/9/2017","y40b7_UD",55
"5","5/13/2017","bl17bl57_FD",61
"5","5/13/2017","bl32gy22_UD",92
"5","6/2/2017","bl17y31_UD",1
"5","6/2/2017","bl1p1_UD",4
"5","6/2/2017","y7wh27",30
"5","9/1/2017","pu35pu36_UD",317
"5","9/1/2017","y40b7_UD",137
"5","9/2/2017","y40b7_UD",135
"5","9/2/2017","y7wh27",932
"6","1/15/2018","yelred_FD",388
"6","1/15/2018","yelred_UD",157
"6","1/16/2018","pu35pu36_UD",197
"6","1/16/2018","y40b7_UD",390
"6","1/16/2018","yelred_FD",34
"6","1/16/2018","yelred_UD",3
"6","1/18/2018","bl11pu3_FD",310
"6","1/18/2018","bl11pu3_UD",615
"6","1/19/2018","bl11pu3_FD",198
"6","1/19/2018","bl11pu3_UD",347
"6","1/22/2018","bl17y31_UD",211
"6","1/22/2018","bl1p1_UD",96
"6","1/24/2018","bl11pu3_FD",154
"6","1/24/2018","bl4b13_FD",276
"6","1/25/2018","bl17bl57_UD",11
"6","1/25/2018","bl32gy22_UD",73
"6","1/26/2018","bl11pu3_FD",119
"6","1/26/2018","bl11pu3_UD",7
"6","1/26/2018","bl32gy22_UD",22
"6","1/29/2018","bl11pu3_FD",422
"6","1/29/2018","bl14y6_FD",182
"6","1/30/2018","bl11pu3_FD",507
"6","1/30/2018","bl14y6_FD",165
"6","2/10/2018","bl11pu3_FD",760
"6","2/10/2018","bl14y6_FD",73
"6","2/10/2018","yelgrn_FD",2
"6","2/10/2018","yelgrn_UD",66
"6","2/5/2018","blk17_FD",293
"6","2/5/2018","blk17_UD",354
"6","2/5/2018","yelgrn_UD",8
"6","2/6/2018","bl11pu3_FD",288
"6","2/6/2018","bl14y6_FD",170
"6","2/8/2018","bl11pu3_FD",162
"6","2/8/2018","bl11pu3_UD",327
"6","3/15/2018","bl14y6_FD",399
"6","3/15/2018","y7wh27",103
"6","3/16/2018","bl14y6_FD",217
"6","3/16/2018","y7wh27",294
"6","3/21/2018","bl35p35_calls",78
"6","3/21/2018","bl36p46_calls",42
"6","3/22/2018","bl14y6_FD",380
"6","3/22/2018","bl36p46_calls",235
"7","1/11/2018","bkor_UD",51
"7","1/11/2018","yelred_FD",55
"7","1/11/2018","yelred_UD",10
"7","1/12/2018","bl14y6_UD",29
"7","1/12/2018","pu55bl08_FD",33
"7","1/12/2018","yelred_FD",2
"7","1/12/2018","yelred_UD",227
"7","1/15/2018","pu35pu36_UD",119
"7","1/15/2018","y40b7_UD",74
"7","1/16/2018","bl17y31_UD",147
"7","1/16/2018","bl1p1_UD",56
"7","1/16/2018","pu35pu36_UD",109
"7","1/16/2018","y40b7_UD",3
"7","1/18/2018","bl11pu3_FD",59
"7","1/18/2018","bl11pu3_UD",35
"7","1/19/2018","bl11pu3_FD",61
"7","1/19/2018","bl11pu3_UD",52
"7","1/22/2018","bl17bl57_UD",153
"7","1/22/2018","bl32gy22_UD",200
"7","1/30/2018","bl11pu3_FD",114
"7","1/30/2018","bl14y6_FD",628
"7","2/5/2018","blk17_FD",77
"7","2/5/2018","blk17_UD",40
"7","2/5/2018","yelgrn_FD",44
"7","2/5/2018","yelgrn_UD",2
"7","2/8/2018","bl11pu3_FD",82
"7","2/8/2018","bl11pu3_UD",66
"7","3/15/2018","bl11pu3_FD",66
"7","3/15/2018","y7wh27",56
"7","3/16/2018","bl11pu3_FD",142
"7","3/16/2018","y7wh27",76
"7","3/22/2018","bl35p35_calls",110
"7","3/22/2018","bl36p46_calls",16
"7","3/22/2018","y7wh27",25
"7","5/10/2017","bl17bl57_FD",109
"7","5/10/2017","bl32gy22_UD",82
"7","5/10/2017","y7wh27",27
"7","5/11/2017","b85w66",147
"7","5/11/2017","pu54bl21",80
"7","5/12/2017","bl17y31_UD",115
"7","5/12/2017","bl1p1_UD",74
"7","6/28/2017","bl32gy22_UD",21
"7","6/28/2017","y40b7_UD",59
"7","6/29/2017","pu35pu36_UD",104
"7","6/29/2017","y40b7_UD",18
"7","7/10/2017","yelred_FD",34
"7","7/10/2017","yelred_UD",88
"7","7/11/2017","bkor_UD",2
"7","7/11/2017","yelred_FD",7
"7","7/11/2017","yelred_UD",27
"7","7/13/2017","bkor_FD",15
"7","7/13/2017","bkor_UD",52
"7","7/18/2017","yelred_FD",52
"7","7/18/2017","yelred_UD",11
"7","7/19/2017","y40b7_UD",6
"7","7/19/2017","yelred_UD",16
"bl23y3","10/24/2018","yelred_FD",6
"bl23y3","10/24/2018","yelred_UD",124
"bl23ye3","11/12/2018","bl36p46_calls",57
"bl23ye3","11/12/2018","bl43p196_UD",64
"bl23ye3","11/12/2018","bl4b13_UD",11
"bl23ye3","11/13/2018","bl11pu3_UD",61
"bl23ye3","11/13/2018","g32b89_UD",36
"bl23ye3","11/14/2018","bl11pu3_UD",192
"bl23ye3","11/14/2018","g32b89_UD",91
"bl23ye3","11/15/2018","blk17_FD",50
"bl23ye3","11/15/2018","blk17_UD",35
"bl23ye3","11/3/2018","bl100pu80_FD",5
"bl23ye3","11/3/2018","bl90pi15_FD",28
"bl23ye3","11/3/2018","pu17pu18_UD",65
"bl23ye3","11/6/2018","bl100pu80_FD",121
"bl23ye3","11/6/2018","bl100pu80_UD",9
"bl23ye3","11/6/2018","bl34pu94_FD",136
"bl23ye3","11/8/2018","bkor_FD",39
"bl23ye3","11/8/2018","bkor_UD",21
"bl23ye3","11/8/2018","bl100pu80_UD",9
"bl23ye3","11/9/2018","bkor_FD",68
"bl23ye3","11/9/2018","bkor_UD",109
"bl23ye3","11/9/2018","bl43p196_UD",2
"bl23ye3","11/9/2018","bl4b13_UD",15
"bl27pi44","1/14/2019","bkor_FD",428
"bl27pi44","1/14/2019","bkor_UD",580
"bl27pi44","1/15/2019","bl33ye35_FD",81
"bl27pi44","1/15/2019","bl33ye35_UD",30
"bl27pi44","1/16/2019","bl33ye35_FD",5
"bl27pi44","1/16/2019","bl65wh75_FD",30
"bl27pi44","1/18/2019","bl65wh75_FD",43
"bl27pi44","1/18/2019","pu35pu36_UD",47
"bl27pi44","1/18/2019","y40b7_UD",31
"bl27pi44","1/24/2019","bl33ye35_FD",49
"bl27pi44","1/24/2019","bl65wh75_FD",71
"bl27pi44","1/8/2019","bl11pu3_UD",35
"bl27pi44","1/8/2019","bl43p196_UD",45
"bl27pi44","12/10/2018","bl100pu80_FD",19
"bl27pi44","12/10/2018","bl33ye35_FD",65
"bl27pi44","12/10/2018","bl33ye35_UD",1
"bl27pi44","12/10/2018","bl37p47_calls",3
"bl27pi44","12/12/2018","bl17bl57_UD",82
"bl27pi44","12/12/2018","bl32gy22_UD",65
"bl27pi44","12/13/2018","bl33ye35_FD",66
"bl27pi44","12/13/2018","pu21pu22_UD",122
"bl27pi44","12/3/2018","pu35pu36_UD",503
"bl27pi44","12/3/2018","y40b7_UD",133
"bl27pi44","12/5/2018","bl17bl57_UD",95
"bl27pi44","12/5/2018","bl32gy22_UD",3
"bl27pi44","12/5/2018","blk17_FD",114
"bl27pi44","12/5/2018","blk17_UD",78
"bl27pi44","12/7/2018","bl100pu80_FD",6
"bl27pi44","12/7/2018","bl33ye35_FD",5
"bl27pi44","12/7/2018","bl90pi15_FD",138
"bl31b59","3/15/2018","bl11pu3_FD",198
"bl31b59","3/15/2018","y7wh27",35
"bl31b59","3/16/2018","bl11pu3_FD",75
"bl31b59","3/16/2018","y7wh27",62
"bl31b59","3/22/2018","bl11pu3_FD",7
"bl31b59","3/22/2018","bl11pu3_UD",24
"bl31b59","3/22/2018","y7wh27",1
"bl36pi46","1/15/2019","bl14y6_FD",29
"bl36pi46","1/15/2019","bl14y6_UD",20
"bl36pi46","1/16/2019","bl14y6_FD",85
"bl36pi46","1/16/2019","bl87bk3_UD",10
"bl36pi46","1/18/2019","bl87bk3_UD",20
"bl36pi46","1/18/2019","pu35pu36_UD",1
"bl36pi46","1/18/2019","y40b7_UD",90
"bl36pi46","1/28/2019","bl43p196_UD",4
"bl36pi46","1/28/2019","bl4b13_UD",37
"bl36pi46","1/31/2019","bkor_UD",3
"bl36pi46","1/31/2019","bl14y6_FD",4
"bl36pi46","1/31/2019","bl87bk3_FD",62
"bl36pi46","1/9/2019","blk17_FD",3
"bl36pi46","1/9/2019","blk17_UD",6
"bl36pi46","10/10/2018","bead_withnoise",50
"bl36pi46","10/10/2018","bl14y6_FD",312
"bl36pi46","10/10/2018","bl14y6_UD",9
"bl36pi46","10/10/2018","pu55bl08_FD",17
"bl36pi46","10/11/2018","bl14y6_FD",108
"bl36pi46","10/11/2018","bl4b13_FD",254
"bl36pi46","10/3/2018","blk17_FD",41
"bl36pi46","10/3/2018","blk17_UD",65
"bl36pi46","10/9/2018","bl14y6_UD",6
"bl36pi46","10/9/2018","pu55bl08_FD",352
"bl36pi46","2/1/2019","bl14y6_FD",143
"bl36pi46","2/1/2019","bl87bk3_FD",57
"bl36pi46m","5/14/2018","bl11pu3_FD",107
"bl36pi46m","5/14/2018","bl14y6_FD",23
"bl36pi46m","5/14/2018","bl35p35_calls",31
"bl36pi46m","5/14/2018","bl36p46_calls",3
"bl36pi46m","5/3/2018","bl11pu3_FD",49
"bl36pi46m","5/3/2018","bl14y6_FD",9
"bl36pi46m","5/4/2018","bl11pu3_FD",28
"bl36pi46m","5/4/2018","bl14y6_FD",22
"bl36pi46m","6/19/2018","bl65wh75_UD",29
"bl36pi46m","6/19/2018","bl86pi11_UD",31
"bl36ye26","7/10/2019","yelred_FD",5
"bl36ye26","7/10/2019","yelred_UD",56
"bl36ye83","1/30/2019","bl17bl57_UD",22
"bl36ye83","1/30/2019","bl32gy22_UD",100
"bl36ye83","11/3/2018","bl11pu3_UD",19
"bl36ye83","11/3/2018","bl43p196_UD",6
"bl36ye83","11/3/2018","bl4b13_UD",10
"bl36ye83","11/3/2018","g32b89_UD",3
"bl36ye83","2/20/2019","pu35pu36_UD",329
"bl36ye83","2/20/2019","y40b7_UD",271
"bl36ye83","2/21/2019","bl58gr33_UD",108
"bl36ye83","2/21/2019","bl87re02_FD",584
"bl36ye83","2/22/2019","bl58gr33_UD",145
"bl36ye83","2/22/2019","bl87re02_FD",208
"bl36ye83","2/5/2019","bl58gr33_UD",34
"bl36ye83","2/5/2019","bl87re02_FD",56
"bl36ye83","2/6/2019","bl58gr33_UD",55
"bl36ye83","2/6/2019","bl87re02_FD",295
"bl37pi47","1/10/2019","bl14y6_FD",1
"bl37pi47","1/10/2019","bl33ye35_FD",4
"bl37pi47","1/10/2019","bl4b13_FD",47
"bl37pi47","1/14/2019","bkor_FD",49
"bl37pi47","1/14/2019","bkor_UD",37
"bl37pi47","1/16/2019","bl14y6_FD",91
"bl37pi47","1/16/2019","bl87bk3_UD",10
"bl37pi47","1/17/2019","bl14y6_FD",94
"bl37pi47","1/17/2019","bl87bk3_UD",60
"bl37pi47","1/18/2019","bl87bk3_UD",8
"bl37pi47","1/18/2019","pu35pu36_UD",6
"bl37pi47","1/18/2019","y40b7_UD",18
"bl37pi47","1/24/2019","bl87bk3_FD",40
"bl37pi47","1/24/2019","bl87bk3_UD",68
"bl37pi47","1/25/2019","bl87bk3_FD",49
"bl37pi47","1/25/2019","bl87bk3_UD",122
"bl37pi47","1/29/2019","bl87bk3_FD",16
"bl37pi47","1/29/2019","bl87bk3_UD",24
"bl37pi47","1/31/2019","bkor_UD",3
"bl37pi47","1/31/2019","bl14y6_FD",19
"bl37pi47","1/31/2019","bl87bk3_FD",13
"bl37pi47","1/8/2019","blk17_FD",12
"bl37pi47","1/8/2019","blk17_UD",33
"bl37pi47","1/9/2019","blk17_FD",14
"bl37pi47","1/9/2019","blk17_UD",144
"bl37pi47","10/10/2018","bead_withnoise",61
"bl37pi47","10/10/2018","bl14y6_FD",97
"bl37pi47","10/10/2018","bl14y6_UD",3
"bl37pi47","10/11/2018","bl14y6_FD",4
"bl37pi47","10/11/2018","bl4b13_FD",65
"bl37pi47","10/3/2018","blk17_FD",228
"bl37pi47","10/3/2018","blk17_UD",102
"bl37pi47","10/9/2018","bl14y6_UD",22
"bl37pi47","10/9/2018","blk17_UD",7
"bl37pi47","10/9/2018","pu55bl08_FD",11
"bl37pi47","2/1/2019","bl14y6_FD",99
"bl37pi47","2/1/2019","bl87bk3_FD",158
"bl37pi47","2/6/2019","bl87bk3_FD",49
"bl37pi47","2/6/2019","bl87bk3_UD",9
"bl37pi47","2/6/2019","blk17_UD",61
"bl37pi47","2/7/2019","bl87bk3_FD",47
"bl37pi47","2/7/2019","bl87bk3_UD",91
"bl37pi47","4/30/2018","bl11pu3_FD",20
"bl37pi47","4/30/2018","bl14y6_FD",19
"bl37pi47","4/30/2018","bl65wh75_UD",48
"bl37pi47","4/30/2018","bl86pi11_UD",3
"bl37pi47","5/14/2018","bl11pu3_FD",260
"bl37pi47","5/14/2018","bl14y6_FD",127
"bl37pi47","5/14/2018","bl35p35_calls",66
"bl37pi47","5/14/2018","bl36p46_calls",3
"bl37pi47","5/2/2018","bl14y6_FD",260
"bl37pi47","5/2/2018","bl14y6_UD",119
"bl37pi47","5/3/2018","bl11pu3_FD",145
"bl37pi47","5/3/2018","bl14y6_FD",84
"bl37pi47","5/4/2018","bl11pu3_FD",190
"bl37pi47","5/4/2018","bl14y6_FD",8
"bl40p81","1/12/2018","bl14y6_UD",1
"bl40p81","1/12/2018","pu35pu36_UD",26
"bl40p81","1/12/2018","y40b7_UD",284
"bl40p81","1/15/2018","bl17y31_UD",197
"bl40p81","1/15/2018","bl1p1_UD",109
"bl40p81","1/16/2018","bl17bl57_UD",139
"bl40p81","1/16/2018","bl1p1_UD",24
"bl40p81","1/16/2018","bl32gy22_UD",6
"bl40p81","1/18/2018","bl11pu3_FD",375
"bl40p81","1/18/2018","bl14y6_UD",21
"bl40p81","1/19/2018","bl11pu3_FD",326
"bl40p81","1/19/2018","bl14y6_UD",119
"bl40p81","1/22/2018","bl14y6_UD",38
"bl40p81","1/22/2018","pu55bl08_FD",206
"bl40p81","1/24/2018","bl14y6_FD",11
"bl40p81","1/24/2018","pu55bl08_FD",9
"bl40p81","1/25/2018","bl14y6_UD",70
"bl40p81","1/25/2018","pu55bl08_FD",118
"bl40p81","1/29/2018","bl11pu3_FD",194
"bl40p81","1/29/2018","bl14y6_FD",13
"bl40p81","1/30/2018","bl11pu3_FD",290
"bl40p81","1/30/2018","bl14y6_FD",50
"bl40p81","1/8/2018","bkor_FD",28
"bl40p81","1/8/2018","bkor_UD",56
"bl40p81","12/14/2017","becda",109
"bl40p81","12/14/2017","debca",3
"bl40p81","12/15/2017","becda",2
"bl40p81","12/15/2017","dcaeb",247
"bl40p81","2/5/2018","blk17_FD",55
"bl40p81","2/5/2018","blk17_UD",39
"bl40p81","2/5/2018","yelgrn_FD",38
"bl40p81","2/5/2018","yelgrn_UD",3
"bl40p81","2/6/2018","bl11pu3_FD",264
"bl40p81","2/6/2018","bl14y6_FD",50
"bl40p81","2/9/2018","yelgrn_FD",5
"bl40p81","2/9/2018","yelgrn_UD",19
"bl40pi81","10/10/2018","bead_withnoise",55
"bl40pi81","10/10/2018","bl14y6_FD",24
"bl40pi81","10/10/2018","bl14y6_UD",85
"bl40pi81","10/10/2018","daeb_withnoise",22
"bl40pi81","10/10/2018","pu55bl08_FD",13
"bl40pi81","10/3/2018","blk17_FD",111
"bl40pi81","10/3/2018","blk17_UD",39
"bl40pi81","10/9/2018","bl14y6_UD",10
"bl40pi81","10/9/2018","pu55bl08_FD",81
"bl42y22","10/16/2018","pu35pu36_UD",28
"bl42y22","10/16/2018","y40b7_UD",34
"bl42y22","10/18/2018","blk17_FD",555
"bl42y22","10/18/2018","blk17_UD",69
"bl42y22","10/19/2018","bl100pu80_FD",5
"bl42y22","10/19/2018","bl4b13_FD",429
"bl42y22","10/21/2018","bl100pu80_FD",165
"bl42y22","10/21/2018","bl100pu80_UD",320
"bl42y22","10/21/2018","gy72_UD",3
"bl42y22","10/22/2018","bl100pu80_UD",237
"bl42y22","10/22/2018","pu17pu18_UD",272
"bl42ye22","11/13/2018","bl100pu80_FD",31
"bl42ye22","11/13/2018","bl90pi15_FD",10
"bl42ye22","11/13/2018","pu17pu18_UD",10
"bl42ye22","11/16/2018","bl100pu80_UD",32
